gene	product	Total_all	8h_all	10h_all	12h_all	14h_all	16h_all	18h_all	20h_all	Total_fimo	8h_fimo	10h_fimo	12h_fimo	14h_fimo	16h_fimo	18h_fimo	20h_fimo	Total_pred	8h_pred	10h_pred	12h_pred	14h_pred	16h_pred	18h_pred	20h_pred	Total_chip	8h_chip	10h_chip	12h_chip	14h_chip	16h_chip	18h_chip	20h_chip
"SVEN_1331"	"Homogentisate 1%2C2-dioxygenase"	12	2	1	1	2	2	2	2	0	0	0	0	0	0	0	0	12	2	1	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_1371"	"putative regulator"	12	2	3	0	0	0	4	3	0	0	0	0	0	0	0	0	8	2	2	0	0	0	2	2	4	0	1	0	0	0	2	1
"SVEN_4149"	"Xanthine or uracil or thiamine or ascorbate permease family protein"	12	2	0	1	2	3	2	2	1	0	0	0	0	1	0	0	11	2	0	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_4490"	"Phosphoribosylglycinamide formyltransferase"	12	2	0	0	2	3	2	3	2	0	0	0	0	1	0	1	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_2822"	"Urocanate hydratase"	12	2	1	0	2	3	2	2	1	0	0	0	0	1	0	0	11	2	1	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_1384"	"Transglycosylase domain protein"	12	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	8	0	2	2	2	2	0	0	4	0	1	1	1	1	0	0
"SVEN_1408"	"putative regulatory protein"	12	2	0	0	4	6	0	0	2	0	0	0	0	2	0	0	6	2	0	0	2	2	0	0	4	0	0	0	2	2	0	0
"SVEN_4489"	"hypothetical protein"	12	2	0	0	2	3	2	3	2	0	0	0	0	1	0	1	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_6306"	"Ethylmalonyl-CoA mutase%2Cmethylsuccinyl-CoA-forming"	12	2	2	0	3	0	2	3	1	0	0	0	0	0	0	1	11	2	2	0	3	0	2	2	0	0	0	0	0	0	0	0
"SVEN_3560"	"hypothetical protein"	12	2	1	1	2	2	2	2	0	0	0	0	0	0	0	0	12	2	1	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_5545"	"Osmosensitive K+ channel histidine kinase KdpD"	12	2	0	1	2	2	2	3	1	0	0	0	0	0	0	1	11	2	0	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_4488"	"integral membrane protein"	12	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	6	0	1	1	1	1	1	1	6	0	1	1	1	1	1	1
"SVEN_6151"	"glutamate permease"	11	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	11	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0
"SVEN_3229"	"hypothetical protein"	11	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	0	5	0	1	1	1	1	1	0
"SVEN_6028"	"hypothetical protein"	11	0	2	2	2	3	0	2	1	0	0	0	0	1	0	0	5	0	1	1	1	1	0	1	5	0	1	1	1	1	0	1
"SVEN_0973"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	11	2	0	1	2	2	2	2	0	0	0	0	0	0	0	0	11	2	0	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_5394"	"Zn-dependent hydrolase%2C RNA-metabolising%2C CPSF 100 kDa analog"	11	2	0	0	3	4	0	2	0	0	0	0	0	0	0	0	11	2	0	0	3	4	0	2	0	0	0	0	0	0	0	0
"SVEN_0529"	"Catalase or Peroxidase"	11	0	0	2	2	3	2	2	1	0	0	0	0	1	0	0	5	0	0	1	1	1	1	1	5	0	0	1	1	1	1	1
"SVEN_1141"	"hypothetical protein"	11	1	2	3	2	2	1	0	1	0	0	1	0	0	0	0	10	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0
"SVEN_5395"	"regulatory protein"	11	2	0	2	3	4	0	0	0	0	0	0	0	0	0	0	11	2	0	2	3	4	0	0	0	0	0	0	0	0	0	0
"SVEN_4044"	"hypothetical protein"	11	1	0	2	2	2	2	2	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	5	0	0	1	1	1	1	1
"SVEN_3108"	"acyl-CoA dehydrogenase"	11	1	2	3	2	2	1	0	1	0	0	1	0	0	0	0	10	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0
"SVEN_0974"	"PTS system%2C N-acetylglucosamine-specific IIA component"	11	2	0	0	2	2	2	3	1	0	0	0	0	0	0	1	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_1447"	"Transcriptional regulator%2C GntR family"	11	0	0	2	3	4	0	2	1	0	0	0	0	1	0	0	10	0	0	2	3	3	0	2	0	0	0	0	0	0	0	0
"SVEN_2226"	"Transcriptional regulator%2C MarR family"	11	0	2	2	2	2	0	3	1	0	0	0	0	0	0	1	5	0	1	1	1	1	0	1	5	0	1	1	1	1	0	1
"SVEN_3563"	"hypothetical protein"	11	2	0	0	0	3	3	3	0	0	0	0	0	0	0	0	8	2	0	0	0	2	2	2	3	0	0	0	0	1	1	1
"SVEN_0939"	"Transcriptional regulator%2C TetR family"	11	1	2	0	2	2	2	2	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	5	0	1	0	1	1	1	1
"SVEN_6224"	"hypothetical protein"	11	1	2	0	2	2	2	2	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	1	5	0	1	0	1	1	1	1
"SVEN_3559"	"hypothetical protein"	11	2	1	0	2	2	2	2	0	0	0	0	0	0	0	0	11	2	1	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_2892"	"putative ABC transporter ATP-binding protein"	11	1	2	2	2	0	2	2	0	0	0	0	0	0	0	0	6	1	1	1	1	0	1	1	5	0	1	1	1	0	1	1
"SVEN_3736"	"Dyp-type peroxidase family protein"	11	2	0	0	2	2	2	3	1	0	0	0	0	0	0	1	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_5334"	"Putrescine transport system permease protein PotI"	11	2	1	0	2	2	2	2	0	0	0	0	0	0	0	0	11	2	1	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_6059"	"hypothetical protein"	11	1	0	2	2	2	2	2	0	0	0	0	0	0	0	0	6	1	0	1	1	1	1	1	5	0	0	1	1	1	1	1
"SVEN_6438"	"Cobalt-zinc-cadmium resistance protein CzcD"	10	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	10	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0
"SVEN_3854"	"putative ATP-dependent RNA helicase"	10	2	2	0	3	0	0	3	0	0	0	0	0	0	0	0	7	2	1	0	2	0	0	2	3	0	1	0	1	0	0	1
"SVEN_6134"	"Transcriptional regulator%2C MarR family"	10	2	1	1	2	2	0	2	0	0	0	0	0	0	0	0	10	2	1	1	2	2	0	2	0	0	0	0	0	0	0	0
"SVEN_3573"	"hypothetical protein"	10	2	2	3	3	0	0	0	1	0	0	1	0	0	0	0	9	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0
"SVEN_7238"	"Alkyldihydroxyacetonephosphate synthase"	10	0	2	0	4	4	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	2	0	0	5	0	1	0	2	2	0	0
"SVEN_3793"	"hypothetical protein"	10	0	0	0	2	3	2	3	2	0	0	0	0	1	0	1	4	0	0	0	1	1	1	1	4	0	0	0	1	1	1	1
"SVEN_3002"	"putative protease"	10	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	5	0	1	1	1	1	1	0
"SVEN_0163"	"amidotransferase-related protein"	10	1	2	0	2	0	2	3	1	0	0	0	0	0	0	1	5	1	1	0	1	0	1	1	4	0	1	0	1	0	1	1
"SVEN_1446"	"putative integral membrane transporter"	10	2	2	0	0	4	0	2	1	0	0	0	0	1	0	0	9	2	2	0	0	3	0	2	0	0	0	0	0	0	0	0
"SVEN_0955"	"Transcriptional regulator%2C PadR family"	10	1	1	1	2	2	0	3	1	0	0	0	0	0	0	1	4	1	0	0	1	1	0	1	5	0	1	1	1	1	0	1
"SVEN_7327"	"DeoR-family transcriptional regulator"	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_3051"	"Flagellar hook-length control protein FliK"	10	0	0	0	4	6	0	0	2	0	0	0	0	2	0	0	4	0	0	0	2	2	0	0	4	0	0	0	2	2	0	0
"SVEN_7440"	"hypothetical protein"	10	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0	10	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0
"SVEN_0417"	"Possible Glycerol kinase"	10	0	3	0	3	4	0	0	1	0	0	0	0	1	0	0	6	0	2	0	2	2	0	0	3	0	1	0	1	1	0	0
"SVEN_2926"	"Transcription-repair coupling factor"	10	1	2	0	2	0	2	3	1	0	0	0	0	0	0	1	5	1	1	0	1	0	1	1	4	0	1	0	1	0	1	1
"SVEN_3706"	"putative membrane protein"	10	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	10	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_4648"	"hypothetical protein"	10	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0	10	0	0	2	3	3	2	0	0	0	0	0	0	0	0	0
"SVEN_6312"	"probable exported protease"	10	0	0	2	2	4	2	0	2	0	0	0	0	2	0	0	4	0	0	1	1	1	1	0	4	0	0	1	1	1	1	0
"SVEN_1734"	"hypothetical protein"	10	1	3	3	0	3	0	0	0	0	0	0	0	0	0	0	7	1	2	2	0	2	0	0	3	0	1	1	0	1	0	0
"SVEN_4487"	"hypothetical protein"	10	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	5	0	1	1	1	1	1	0
"SVEN_4864"	"Quaternary ammonium compound-resistance protein sugE"	10	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	5	0	1	1	1	1	1	0	5	0	1	1	1	1	1	0
"SVEN_3766"	"hypothetical protein"	10	2	1	0	0	3	2	2	1	0	0	0	0	1	0	0	9	2	1	0	0	2	2	2	0	0	0	0	0	0	0	0
"SVEN_0923"	"CmlG"	10	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0	10	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0
"SVEN_2729"	"hypothetical protein"	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0	10	2	0	0	2	2	2	2	0	0	0	0	0	0	0	0
"SVEN_3873"	"NADH dehydrogenase"	10	1	1	1	2	3	2	0	1	0	0	0	0	1	0	0	4	1	0	0	1	1	1	0	5	0	1	1	1	1	1	0
"SVEN_0765"	"hypothetical protein"	9	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	6	2	1	1	0	0	2	0	3	0	1	1	0	0	1	0
"SVEN_2757"	"putative integral membrane protein"	9	1	2	0	2	0	2	2	0	0	0	0	0	0	0	0	5	1	1	0	1	0	1	1	4	0	1	0	1	0	1	1
"SVEN_4089"	"hypothetical protein"	9	1	2	2	0	2	2	0	0	0	0	0	0	0	0	0	5	1	1	1	0	1	1	0	4	0	1	1	0	1	1	0
"SVEN_4453"	"DNA-binding response regulator%2C LuxR family"	9	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0
"SVEN_4320"	"possible membrane protein"	9	2	1	1	0	3	2	0	1	0	0	0	0	1	0	0	8	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0
"SVEN_2999"	"putative regulatory protein"	9	0	2	0	0	4	3	0	1	0	0	0	0	1	0	0	5	0	1	0	0	2	2	0	3	0	1	0	0	1	1	0
"SVEN_1909"	"hypothetical protein"	9	1	2	3	0	2	1	0	1	0	0	1	0	0	0	0	8	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0
"SVEN_6147"	"hypothetical protein"	9	1	0	1	1	3	1	2	4	0	0	1	0	2	0	1	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3712"	"hypothetical protein"	9	0	0	0	4	5	0	0	1	0	0	0	0	1	0	0	6	0	0	0	3	3	0	0	2	0	0	0	1	1	0	0
"SVEN_4338"	"Preprotein translocase subunit SecE"	9	1	2	0	2	0	2	2	0	0	0	0	0	0	0	0	5	1	1	0	1	0	1	1	4	0	1	0	1	0	1	1
"SVEN_2250"	"Small hypothetical protein Hyp1"	9	1	2	0	2	2	2	0	0	0	0	0	0	0	0	0	5	1	1	0	1	1	1	0	4	0	1	0	1	1	1	0
"SVEN_4492"	"hypothetical protein"	9	0	2	3	0	0	2	2	1	0	0	1	0	0	0	0	8	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0
"SVEN_2342"	"SSU ribosomal protein S20p"	9	1	0	0	2	2	2	2	0	0	0	0	0	0	0	0	5	1	0	0	1	1	1	1	4	0	0	0	1	1	1	1
"SVEN_2286"	"Pyruvate%2Cphosphate dikinase"	9	2	0	0	3	0	2	2	0	0	0	0	0	0	0	0	9	2	0	0	3	0	2	2	0	0	0	0	0	0	0	0
"SVEN_3876"	"Transcriptional regulator%2C MarR family"	9	2	1	0	2	0	2	2	0	0	0	0	0	0	0	0	9	2	1	0	2	0	2	2	0	0	0	0	0	0	0	0
"SVEN_6826"	"putative integral membrane protein"	9	0	0	2	2	3	2	0	1	0	0	0	0	1	0	0	4	0	0	1	1	1	1	0	4	0	0	1	1	1	1	0
"SVEN_3449"	"isomerase"	9	0	2	4	3	0	0	0	1	0	0	1	0	0	0	0	3	0	1	1	1	0	0	0	5	0	1	2	2	0	0	0
"SVEN_6543"	"hypothetical protein"	9	1	2	2	0	2	0	2	0	0	0	0	0	0	0	0	5	1	1	1	0	1	0	1	4	0	1	1	0	1	0	1
"SVEN_1754"	"hypothetical protein"	9	2	1	1	2	3	0	0	1	0	0	0	0	1	0	0	8	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0
"SVEN_1461"	"putative integral membrane protein"	9	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	5	1	1	1	1	1	0	0	4	0	1	1	1	1	0	0
"SVEN_4436"	"SAM-dependent methyltransferases"	9	1	0	0	3	0	3	2	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	1	5	0	0	0	2	0	2	1
"SVEN_6544"	"Transcriptional regulator%2C TetR family"	9	1	0	2	2	0	2	2	0	0	0	0	0	0	0	0	5	1	0	1	1	0	1	1	4	0	0	1	1	0	1	1
"SVEN_0880"	"putative transcriptional regulatory protein"	9	1	2	0	2	2	1	1	0	0	0	0	0	0	0	0	9	1	2	0	2	2	1	1	0	0	0	0	0	0	0	0
"SVEN_2823"	"Diaminopimelate decarboxylase"	8	2	1	1	0	2	0	2	0	0	0	0	0	0	0	0	8	2	1	1	0	2	0	2	0	0	0	0	0	0	0	0
"SVEN_4657"	"Predicted membrane protein hemolysin III"	8	2	0	3	0	0	0	3	2	0	0	1	0	0	0	1	6	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0
"SVEN_5040"	"hypothetical protein"	8	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	8	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0
"SVEN_1452"	"hypothetical protein"	8	2	2	4	0	0	0	0	1	0	0	1	0	0	0	0	4	2	1	1	0	0	0	0	3	0	1	2	0	0	0	0
"SVEN_1140"	"putative regulator"	8	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	1	0	4	0	0	1	1	1	1	0
"SVEN_2285"	"putative regulatory protein"	8	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	2	0	3	0	1	0	0	1	1	0
"SVEN_4859"	"Transcriptional regulator%2C FUR family"	8	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	5	0	0	1	0	2	0	2	3	0	0	1	0	1	0	1
"SVEN_4996"	"Cell division protein FtsW"	8	1	1	1	1	1	1	2	1	0	0	0	0	0	0	1	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_1753"	"S-adenosylmethionine-dependentmethyltransferase"	8	1	0	0	1	3	1	2	3	0	0	0	0	2	0	1	5	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6931"	"hypothetical protein"	8	0	2	0	3	0	0	3	1	0	0	0	0	0	0	1	7	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0
"SVEN_3687"	"putative DNA-damage-inducible protein F"	8	0	1	1	2	2	0	2	0	0	0	0	0	0	0	0	8	0	1	1	2	2	0	2	0	0	0	0	0	0	0	0
"SVEN_4305"	"putative two-component system response regulator"	8	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	8	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0
"SVEN_0472"	"hypothetical protein"	8	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	2	1	0	3	0	0	0	1	1	1	0
"SVEN_7404"	"Aldo-keto reductase"	8	1	0	2	2	2	0	1	0	0	0	0	0	0	0	0	8	1	0	2	2	2	0	1	0	0	0	0	0	0	0	0
"SVEN_2724"	"tmRNA-binding protein SmpB"	8	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	8	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0
"SVEN_6527"	"ATP-dependent Clp protease ATP-binding subunit ClpA"	8	0	0	1	2	3	2	0	1	0	0	0	0	1	0	0	7	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0
"SVEN_0585"	"hypothetical protein"	8	1	1	1	1	2	1	1	1	0	0	0	0	1	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_3212"	"hypothetical protein"	8	2	1	2	0	3	0	0	2	0	0	1	0	1	0	0	6	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
"SVEN_3504"	"cold shock protein"	8	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	1	0	4	0	0	1	1	1	1	0
"SVEN_4816"	"Transcriptional regulator%2C TetR family"	8	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	8	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0
"SVEN_5031"	"putative membrane protein"	8	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0	8	1	2	2	0	2	1	0	0	0	0	0	0	0	0	0
"SVEN_4104"	"Rhs protein"	8	0	0	1	0	3	2	2	1	0	0	0	0	1	0	0	7	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0
"SVEN_0558"	"putative integral membrane protein"	8	1	1	1	1	1	1	2	1	0	0	0	0	0	0	1	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
"SVEN_6039"	"Transcriptional regulator%2C MarR family"	8	2	1	0	2	3	0	0	1	0	0	0	0	1	0	0	7	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0
"SVEN_4174"	"regulatory protein"	8	0	0	1	0	2	2	3	1	0	0	0	0	0	0	1	7	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0
"SVEN_4569"	"secreted protein"	8	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	8	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0
"SVEN_1330"	"hypothetical protein"	8	2	1	1	0	2	0	2	0	0	0	0	0	0	0	0	8	2	1	1	0	2	0	2	0	0	0	0	0	0	0	0
"SVEN_1733"	"Possible membrane protein"	8	1	1	1	1	2	1	1	0	0	0	0	0	0	0	0	8	1	1	1	1	2	1	1	0	0	0	0	0	0	0	0
"SVEN_5973"	"Phosphate regulon transcriptional regulatory protein PhoB"	8	2	1	0	0	3	0	2	1	0	0	0	0	1	0	0	7	2	1	0	0	2	0	2	0	0	0	0	0	0	0	0
"SVEN_0986"	"hypothetical protein"	8	1	1	1	1	2	1	1	1	0	0	0	0	1	0	0	7	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
